-0.202245	0.199828	0.465199
-0.2	0.2	0.533339
-0.2	0.2	0.600006
-0.2	0.2	0.666672
-0.2	0.2	0.733339
-0.2	0.2	0.800006
1.10147e-05	0.1992	0.466094
1.82898e-09	0.2	0.533254
-1.00966e-13	0.2	0.6
-3.40408e-12	0.2	0.666667
3.40593e-12	0.2	0.733333
-3.49967e-12	0.2	0.8
0.202364	0.199733	0.465197
0.2	0.2	0.533328
0.2	0.2	0.599994
0.2	0.2	0.666661
0.2	0.2	0.733328
0.2	0.2	0.799994
5.10798e-05	0.402834	0.464812
-5.99391e-07	0.399999	0.533333
0	0.4	0.6
0	0.4	0.666667
0	0.4	0.733333
0	0.4	0.8
-0.100828	0.25086	0.432652
-0.102047	0.251995	0.50004
0.100883	0.250828	0.432642
0.102046	0.251995	0.50004
-0.200706	0.250632	0.399078
-0.201689	0.250967	0.46526
-0.2	0.2	0.566661
-0.197907	0.247638	0.53246
-0.2	0.2	0.633328
-0.198012	0.24728	0.59999
-0.199194	0.200806	0.7
-0.198009	0.247275	0.666666
-0.2	0.2	0.766661
-0.198009	0.247275	0.733335
-0.2	0.2	0.833328
-0.198012	0.24728	0.800011
-0.199998	0.200001	0.9
4.08353e-05	0.250746	0.399273
4.30903e-06	0.250577	0.466876
-2.6736e-11	0.2	0.566667
0.100397	0.2	0.533256
-4.74203e-14	0.2	0.633333
0.10041	0.2	0.6
0	0.2	0.7
0.10041	0.2	0.666666
-8.46057e-13	0.2	0.766667
0.10041	0.2	0.733333
-1.13551e-09	0.2	0.833333
0.10041	0.2	0.8
0	0.2	0.9
0.200822	0.250571	0.399069
0.201736	0.250893	0.465257
0.19791	0.247636	0.532459
0.198012	0.247281	0.599989
0.198009	0.247275	0.666665
0.198009	0.247275	0.733334
0.198012	0.247281	0.80001
-0.197813	0.297606	0.566427
-0.197785	0.297467	0.633318
-0.197781	0.297459	0.7
-0.197785	0.297467	0.766683
-0.197814	0.297604	0.833575
-0.199778	0.300124	0.902174
0.100439	0.301112	0.399109
8.56546e-06	0.352863	0.46571
0.100999	0.298998	0.532433
0.101247	0.298753	0.6
0.101247	0.298753	0.666667
0.101247	0.298753	0.733333
0.101247	0.298753	0.8
-2.81138e-06	0.301334	0.899996
-0.0979795	0.3995	0.867525
0.100199	0.402132	0.465001
0.0979889	0.399701	0.532499
0.0978321	0.399202	0.599947
0.097822	0.39917	0.666661
0.097822	0.39917	0.73334
1.05554e-05	0.149516	0.499148
1.77711e-06	0.151318	0.566601
4.53965e-07	0.151394	0.633326
1.51214e-07	0.1514	0.700001
5.35125e-08	0.151394	0.766675
-2.4331e-07	0.151312	0.833403
-0.10041	0.2	0.833333
0.203151	0.148943	0.498993
0.203871	0.14952	0.566572
0.203908	0.149559	0.63332
0.203861	0.14961	0.700001
0.203907	0.149558	0.766683
0.203871	0.149511	0.833433
0.100409	0.2	0.833334
-0.1007	0.301499	0.432488
-1.89446e-07	0.250046	0.5
-0.0965384	0.302533	0.50003
-0.101244	0.298756	0.566658
-0.101247	0.298753	0.633333
-0.101247	0.298753	0.7
-0.101247	0.298753	0.766667
-0.101525	0.251211	0.933726
-1.86324e-07	0.250049	0.9
0.200269	0.25025	0.497613
0.198011	0.247309	0.5666
0.198011	0.247275	0.633331
0.198004	0.247279	0.7
0.198011	0.247275	0.766671
0.198011	0.247309	0.833402
0.200266	0.250242	0.90239
-0.0973321	0.347945	0.532187
-0.254141	0.197675	0.533099
-0.199999	0.2	0.516734
-0.2	0.2	0.55
-0.254161	0.197541	0.599984
-0.2	0.2	0.583333
-0.2	0.2	0.616667
-0.254151	0.197544	0.666666
-0.2	0.2	0.65
-0.2	0.2	0.683333
-0.254154	0.197541	0.733338
-0.2	0.2	0.716667
-0.2	0.2	0.75
-0.254162	0.19754	0.800021
-0.2	0.2	0.783333
-0.2	0.2	0.816667
-0.254149	0.197646	0.866936
-0.2	0.2	0.85
-0.199999	0.2	0.883265
8.94747e-07	0.176371	0.533159
-0.0500437	0.2	0.533254
-2.79425e-08	0.2	0.516392
3.40413e-08	0.2	0.549992
1.79108e-07	0.176563	0.599996
-0.0500452	0.2	0.6
-3.39503e-08	0.2	0.583333
3.39458e-08	0.2	0.616667
6.63651e-08	0.176566	0.666666
-0.0500452	0.2	0.666667
-3.39465e-08	0.2	0.65
3.39404e-08	0.2	0.683333
2.52982e-08	0.176566	0.733334
-0.0500452	0.2	0.733333
-3.39404e-08	0.2	0.716667
3.39464e-08	0.2	0.75
5.65131e-09	0.176563	0.800004
-0.0500452	0.2	0.8
-3.39495e-08	0.2	0.783333
3.39365e-08	0.2	0.816667
-3.70063e-07	0.176363	0.866843
-0.0500438	0.2	0.866745
-4.57495e-08	0.2	0.850008
-1.1326e-08	0.2	0.883605
0.205067	0.173987	0.53316
0.151739	0.2	0.533272
0.199999	0.2	0.516734
0.205155	0.174084	0.599989
0.15178	0.2	0.599997
0.2	0.2	0.583333
0.205152	0.174092	0.666664
0.15178	0.2	0.666664
0.2	0.2	0.65
0.20515	0.174094	0.733334
0.15178	0.2	0.73333
0.2	0.2	0.716667
0.205155	0.174084	0.80001
0.15178	0.2	0.799997
0.2	0.2	0.783333
0.205025	0.173958	0.866839
0.151709	0.2	0.866724
0.2	0.2	0.85
-0.0475452	0.399585	0.532807
-2.69334e-06	0.399997	0.516767
-0.0475756	0.399332	0.599982
0	0.4	0.583333
-0.0475739	0.399321	0.666664
0	0.4	0.65
-0.047574	0.399321	0.733336
0	0.4	0.716667
-0.0475757	0.399332	0.800019
0	0.4	0.783333
0.047652	0.399676	0.800014
-0.0475455	0.399585	0.867193
-0.249166	0.247461	0.83352
-0.101181	0.225489	0.500007
-0.102046	0.251794	0.483461
-0.0506595	0.250501	0.500001
-0.101474	0.277557	0.500147
-0.151273	0.248727	0.566659
-0.151275	0.248725	0.633333
-0.151275	0.248725	0.7
-0.151275	0.248725	0.766667
-0.151273	0.248727	0.833341
-0.10118	0.225494	0.899993
-0.102049	0.251781	0.916544
-0.0506595	0.250504	0.899999
-0.101474	0.277557	0.899853
0.10118	0.225488	0.500007
0.102047	0.251785	0.48346
0.146539	0.252462	0.500033
0.101472	0.277556	0.500147
0.151273	0.248727	0.566659
0.151275	0.248725	0.633333
0.151275	0.248725	0.7
0.151275	0.248725	0.766667
0.151273	0.248727	0.833341
0.10118	0.225494	0.899993
0.102045	0.251777	0.916545
0.146539	0.252462	0.899967
-0.0975053	0.348791	0.514118
-0.0974884	0.347529	0.583305
-0.0974861	0.347513	0.649998
-0.0974858	0.347513	0.716667
-0.0974871	0.347516	0.78334
-0.0974473	0.347642	0.850329
0.100419	0.325816	0.497474
0.0975696	0.322563	0.566638
0.0975743	0.322552	0.633333
0.0975742	0.322552	0.7
0.0975743	0.322552	0.766667
0.0975696	0.322563	0.833362
-0.253895	0.198466	0.498513
-0.254158	0.197558	0.566609
-0.100772	0.176251	0.533164
-0.100305	0.2	0.516405
-0.197983	0.247382	0.549749
-0.254163	0.197535	0.633325
-0.10083	0.176428	0.599996
-0.100412	0.2	0.583333
-0.198009	0.247278	0.616661
-0.254027	0.197668	0.7
-0.100831	0.176432	0.666666
-0.100412	0.2	0.65
-0.198005	0.247277	0.683333
-0.254163	0.197534	0.766673
-0.100831	0.176432	0.733334
-0.100412	0.2	0.716667
-0.198008	0.247275	0.750002
-0.254162	0.197555	0.83339
-0.10083	0.176428	0.800005
-0.100412	0.2	0.783333
-0.198011	0.247288	0.81669
-0.151275	0.248725	0.8
-0.100775	0.176244	0.866839
-0.100411	0.2	0.850008
-0.198105	0.24843	0.885334
3.88578e-06	0.173965	0.498883
-0.05	0.2	0.5
0.05	0.2	0.5
3.40788e-07	0.176549	0.566649
-0.0500452	0.2	0.566667
0.100776	0.17625	0.533163
0.100301	0.2	0.516405
8.38941e-08	0.176567	0.633332
-0.0500452	0.2	0.633333
0.100831	0.176428	0.599995
0.100407	0.2	0.583333
2.84638e-08	0.176568	0.7
-0.0500452	0.2	0.7
0.100831	0.176432	0.666666
0.100407	0.2	0.65
1.01801e-08	0.176567	0.766668
-0.0500452	0.2	0.766667
0.100831	0.176432	0.733334
0.100407	0.2	0.716667
-9.876e-08	0.176548	0.833352
-0.0500452	0.2	0.833333
0.10083	0.176428	0.800004
0.100407	0.2	0.783333
0.100412	0.2	0.816667
-0.05	0.2	0.9
0.05	0.2	0.9
0.100766	0.176243	0.866839
0.100404	0.2	0.850008
0.204363	0.173282	0.498639
0.205149	0.174076	0.566636
0.301256	0.222987	0.532737
0.20516	0.174086	0.63333
0.301111	0.222536	0.599939
0.205033	0.174213	0.7
0.301092	0.222511	0.666658
0.20516	0.174086	0.766672
0.301092	0.222511	0.733341
0.205147	0.174073	0.833369
0.301112	0.222535	0.800062
0.249143	0.247371	0.800049
0.301266	0.222992	0.867267
-0.197727	0.322744	0.566367
-0.100345	0.299652	0.513774
-0.197685	0.322567	0.633313
-0.101247	0.298753	0.583333
-0.19768	0.322555	0.7
-0.101247	0.298753	0.65
-0.197685	0.322566	0.766688
-0.101247	0.298753	0.716667
-0.197728	0.322742	0.833635
-0.101247	0.298753	0.783333
-0.14991	0.300488	0.902662
-0.101213	0.298787	0.850126
-0.102494	0.30271	0.917884
-1.09208e-06	0.275577	0.5
-0.0519736	0.302268	0.500041
0.0519651	0.302257	0.500041
0.0509514	0.352664	0.465433
0.100348	0.299647	0.513777
0.0973339	0.322858	0.532294
-0.0509965	0.349	0.532445
0.0509967	0.349	0.532445
0.101247	0.298753	0.583333
0.0975745	0.322553	0.599998
-0.0512412	0.348759	0.6
0.0512414	0.348759	0.6
0.101247	0.298753	0.65
0.0975743	0.322552	0.666667
-0.0512412	0.348759	0.666667
0.0512414	0.348759	0.666667
0.101247	0.298753	0.716667
0.0975743	0.322552	0.733333
-0.0512412	0.348759	0.733333
0.0512414	0.348759	0.733333
0.101247	0.298753	0.783333
0.0975745	0.322553	0.800002
-0.0512412	0.348759	0.8
0.0512414	0.348759	0.8
-1.09179e-06	0.275577	0.9
-0.0519736	0.302268	0.899959
0.0519651	0.302257	0.899959
0.101213	0.298787	0.850126
0.0973338	0.322858	0.867706
-0.0509965	0.349	0.867555
-0.0978856	0.399206	0.850431
-4.87815e-07	0.149367	0.90092
-0.151691	0.199115	0.918191
