-1.00074 -0.220642 0
-0.965203 -0.220674 0
-0.928657 -0.220706 0
-0.891351 -0.22076 0
-0.853144 -0.220822 0
-0.813914 -0.220857 0
-0.773743 -0.220929 0
-0.732908 -0.221012 0
-0.691328 -0.221121 0
-0.649266 -0.221243 0
-0.606843 -0.221457 0
-0.564722 -0.221795 0
-0.522163 -0.221933 0
-0.479462 -0.222412 0
-0.437166 -0.222687 0
-0.394786 -0.223101 0
-0.352759 -0.223445 0
-0.311289 -0.223847 0
-0.270622 -0.22477 0
-0.231041 -0.225929 0
-0.191555 -0.225512 0
-0.152774 -0.226811 0
-0.114975 -0.229643 0
-0.0777519 -0.228554 0
-0.0413755 -0.229399 0
-0.0271559 -0.24225 0
-0.0125673 -0.255467 0
0.0022405 -0.269969 0
0.0173008 -0.28497 0
0.0327042 -0.300865 0
0.0483437 -0.316184 0
0.0643617 -0.332224 0
0.0807151 -0.348357 0
0.0972015 -0.36506 0
0.113586 -0.381741 0
0.130509 -0.398534 0
0.146933 -0.41532 0
0.163589 -0.432418 0
0.180017 -0.450642 0
0.197288 -0.467404 0
0.215145 -0.484566 0
0.232742 -0.503111 0
0.250756 -0.520708 0
0.271146 -0.537755 0
0.293153 -0.55421 0
0.314773 -0.57046 0
0.33451 -0.589058 0
0.353369 -0.607989 0
0.373736 -0.625817 0
0.397333 -0.64103 0
0.419394 -0.65864 0
0.440146 -0.675897 0
0.460497 -0.692708 0
0.481921 -0.708391 0
0.504109 -0.724577 0
0.524844 -0.742208 0
0.543654 -0.760048 0
0.562744 -0.775985 0
0.58119 -0.79177 0
0.59817 -0.807596 0
0.611194 -0.825829 0
0.621809 -0.844418 0
0.632438 -0.86138 0
0.641831 -0.878977 0
0.651573 -0.895558 0
0.661643 -0.911744 0
0.672089 -0.927587 0
0.682994 -0.943103 0
0.694062 -0.957868 0
0.705336 -0.95938 0
0.707761 -0.959746 0
0.710426 -0.960003 0
0.713198 -0.960081 0
0.715929 -0.960182 0
0.718713 -0.960215 0
0.721501 -0.960307 0
0.724399 -0.960328 0
0.727252 -0.960366 0
0.73011 -0.960358 0
0.733123 -0.960412 0
0.73617 -0.960378 0
0.739222 -0.960427 0
0.742284 -0.960424 0
0.745323 -0.960462 0
0.748442 -0.960455 0
0.751603 -0.960449 0
0.754752 -0.960456 0
0.757897 -0.96045 0
0.761081 -0.960473 0
0.764312 -0.960488 0
0.767593 -0.96048 0
0.770887 -0.960452 0
0.774154 -0.960383 0
0.792288 -0.960173 0
0.811324 -0.9601 0
0.83135 -0.96012 0
0.852431 -0.960191 0
0.874611 -0.960269 0
0.897846 -0.960338 0
0.922194 -0.960415 0
0.947738 -0.960499 0
0.974517 -0.96057 0
1.00251 -0.960597 0
1.03165 -0.960602 0
1.06198 -0.960612 0
1.09349 -0.960627 0
1.12618 -0.96063 0
1.15994 -0.960628 0
1.19476 -0.960633 0
1.23061 -0.96064 0
1.26743 -0.960647 0
1.30517 -0.96065 0
1.34375 -0.960651 0
1.38311 -0.960654 0
1.42315 -0.960656 0
1.4638 -0.960659 0
1.50498 -0.96066 0
1.54656 -0.960661 0
1.58847 -0.960662 0
1.63058 -0.960663 0
1.67281 -0.960664 0
1.6728 -0.927667 0
1.6728 -0.893285 0
1.6728 -0.857618 0
1.6728 -0.820784 0
1.6728 -0.782924 0
1.6728 -0.744195 0
1.6728 -0.704772 0
1.6728 -0.664843 0
1.6728 -0.624606 0
1.6728 -0.584267 0
1.6728 -0.54403 0
1.6728 -0.504101 0
1.6728 -0.464678 0
1.6728 -0.425949 0
1.6728 -0.388089 0
1.6728 -0.351255 0
1.6728 -0.315588 0
1.6728 -0.281206 0
1.67281 -0.248208 0
1.63058 -0.248208 0
1.58847 -0.248208 0
1.54656 -0.248208 0
1.50498 -0.248208 0
1.4638 -0.248208 0
1.42315 -0.248208 0
1.38311 -0.248208 0
1.34375 -0.248208 0
1.30517 -0.248208 0
1.26743 -0.248208 0
1.23061 -0.248208 0
1.19476 -0.248208 0
1.15994 -0.248208 0
1.12618 -0.248208 0
1.09349 -0.248208 0
1.06198 -0.248208 0
1.03165 -0.248208 0
1.00251 -0.248208 0
0.974517 -0.248208 0
0.947738 -0.248208 0
0.922194 -0.248208 0
0.897846 -0.248208 0
0.874611 -0.248208 0
0.852431 -0.248208 0
0.83135 -0.248208 0
0.811324 -0.248208 0
0.792288 -0.248208 0
0.774154 -0.248208 0
